# Total Sources 2
# Total Luminosity  3.80096E+07
#11  0.00000E+00  6.46154E+07
 11  2.60610E-04  2.44522E-01  2.43707135E-01
 11  2.63261E-04  2.47844E-01  2.46202749E-01
 11  2.65939E-04  2.51211E-01  2.48732266E-01
 11  2.68644E-04  2.54624E-01  2.51296147E-01
 11  2.71376E-04  2.58083E-01  2.53894858E-01
 11  2.74137E-04  2.61589E-01  2.56528874E-01
 11  2.76925E-04  2.65143E-01  2.59198674E-01
 11  2.79742E-04  2.68745E-01  2.61904743E-01
 11  2.82587E-04  2.72396E-01  2.64647575E-01
 11  2.85462E-04  2.76097E-01  2.67427669E-01
 11  2.88365E-04  2.79847E-01  2.70245531E-01
 11  2.91299E-04  2.83649E-01  2.73101674E-01
 11  2.94262E-04  2.87503E-01  2.75996619E-01
 11  2.97255E-04  2.91408E-01  2.78930892E-01
 11  3.00278E-04  2.95367E-01  2.81905027E-01
 11  3.03333E-04  2.99380E-01  2.84919567E-01
 11  3.06418E-04  3.03447E-01  2.87975061E-01
 11  3.09535E-04  3.07569E-01  2.91072063E-01
 11  3.12683E-04  3.11748E-01  2.94211139E-01
 11  3.15864E-04  3.15983E-01  2.97392861E-01
 11  3.19077E-04  3.20276E-01  3.00617806E-01
 11  3.22322E-04  3.24627E-01  3.03886563E-01
 11  3.25601E-04  3.29037E-01  3.07199727E-01
 11  3.28913E-04  3.33507E-01  3.10557901E-01
 11  3.32258E-04  3.38038E-01  3.13961696E-01
 11  3.35638E-04  3.42630E-01  3.17411733E-01
 11  3.39052E-04  3.47285E-01  3.20908639E-01
 11  3.42501E-04  3.52002E-01  3.24453051E-01
 11  3.45985E-04  3.56785E-01  3.28045615E-01
 11  3.49504E-04  3.61631E-01  3.31686985E-01
 11  3.53059E-04  3.66544E-01  3.35377823E-01
 11  3.56650E-04  3.71524E-01  3.39118803E-01
 11  3.60278E-04  3.76571E-01  3.42910604E-01
 11  3.63943E-04  3.81687E-01  3.46753918E-01
 11  3.67644E-04  3.86872E-01  3.50649444E-01
 11  3.71384E-04  3.92128E-01  3.54597891E-01
